id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,Category
54154,Women,Accessories,Jewellery,Necklace and Chains,Brown,Fall,2012.0,Casual,Femella Brown Necklace,Accessories
10243,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Murcia Women Emma Red Handbags,Accessories
32321,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Dial Watch,Accessories
9576,Unisex,Accessories,Bags,Backpacks,Pink,Fall,2011.0,Casual,Puma Unisex Deck Pink Backpacks,Accessories
21967,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Black Leatherite Handbag,Accessories
15654,Unisex,Accessories,Accessories,Messenger Bag,Black,Fall,2011.0,Casual,Belkin Unisex Black Messenger Bag,Accessories
24785,Women,Accessories,Belts,Belts,White,Winter,2015.0,Casual,Lino Perros Women Ladies Belts White White Belts,Accessories
53572,Unisex,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Q&Q Kids Unisex Blue Dial Watch,Accessories
48591,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Women Silver Earrings,Accessories
11485,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Race Luminous 3HD Silver green Black Watches,Accessories
58049,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Rreverie Silver Earrings,Accessories
17066,Women,Accessories,Belts,Belts,Black,Winter,2015.0,Casual,Lino Perros Women Flower Print Black Belt,Accessories
52682,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Morellato Men Silver Dial Watch,Accessories
30053,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Skagen Women Blue Dial Watch,Accessories
20546,Women,Accessories,Belts,Belts,Teal,Winter,2015.0,Casual,Baggit Women Princy Taj Teal Belt,Accessories
29748,Men,Accessories,Watches,Watches,Brown,Winter,2016.0,Casual,Fossil Men Quartz Brown Dial Chronograph Watch FS4645,Accessories
29499,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Giordano Women Blue Dial Watch,Accessories
37328,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Casio Sheen Women Silver-Toned Dial Chronograph Watch SX040,Accessories
59465,Women,Accessories,Jewellery,Ring,Silver,Summer,2015.0,Casual,Lucera Silver Ring,Accessories
38376,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Peter England Men Black Belt,Accessories
11193,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Carrera Men Steel dial frame dial White Watches,Accessories
36941,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fossil Men Quartz White Dial Chronograph Watch CH2696,Accessories
21494,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Kiara Women Steel Strap Black Handbag,Accessories
4597,Unisex,Accessories,Bags,Backpacks,Orange,Winter,2015.0,Casual,Wildcraft Unisex Orange Printed Backpack,Accessories
2661,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Murcia Women Jute Sling Pink Bag,Accessories
33723,Women,Accessories,Bags,Clutches,Multi,Summer,2012.0,Casual,Pieces Women Multi Coloured Purse,Accessories
17448,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,CASIO ENTICER Men Steel-Toned Analogue Watch BS121,Accessories
17428,Men,Accessories,Watches,Watches,Black,Summer,2017.0,Casual,CASIO G-Shock Men Black Analogue-Digital Watch GA-100-1A2DR G271,Accessories
53587,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Men White Dial Watch,Accessories
9794,Unisex,Accessories,Bags,Backpacks,Green,Fall,2011.0,Casual,ADIDAS Unisex NBA eltics Backpack Green Backpacks,Accessories
12742,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Timberland Unisex Solid Black Backpacks,Accessories
47135,Women,Accessories,Bags,Handbags,Black,Summer,2015.0,Casual,Be For Bag Women Black And White Tote Bag,Accessories
30176,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Esprit Men Black Dial Watch,Accessories
37288,Women,Accessories,Watches,Watches,Pink,Winter,2016.0,Casual,CASIO Enticer Women Silver-Toned Analogue Watch A379,Accessories
37075,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Lino Perros Women Blue Handbag,Accessories
53108,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Casual,Fabindia Silver Earrings,Accessories
35060,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Allen Solly Men Leather Brown Belt,Accessories
54856,Women,Accessories,Jewellery,Necklace and Chains,Pink,Fall,2012.0,Casual,Ivory Tag Women Vibrant Pink Necklace,Accessories
38431,Women,Accessories,Bags,Clutches,Red,Summer,2012.0,Casual,Baggit Women Maroon Purse,Accessories
47391,Women,Accessories,Bags,Handbags,Beige,Fall,2012.0,Casual,Baggit Women Beige Handbag,Accessories
26352,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,DKNY Women White Dial Watch NY8473,Accessories
37422,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Murcia Women Office Black Handbag,Accessories
45253,Men,Accessories,Watches,Watches,Black,Summer,2017.0,Casual,Casio Youth Digital Men Black Digital Watches (DB28) DB-E30-1AVDF,Accessories
43792,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012.0,Ethnic,Royal Diadem Gold & Pink Earrings,Accessories
21972,Women,Accessories,Bags,Handbags,Peach,Winter,2015.0,Casual,Murcia Women Casual Peach Handbag,Accessories
59252,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Men White Dial Automatic Watch NB9365SL01,Accessories
22677,Unisex,Accessories,Bags,Laptop Bag,Black,Winter,2015.0,Casual,Wildcraft Unisex Gear for Life Black Laptop Bag,Accessories
19912,Unisex,Accessories,Bags,Backpacks,Green,Winter,2015.0,Casual,Wildcraft Unisex Outdoors Crump Green Backpack,Accessories
52225,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lencia Silver Pendant,Accessories
25181,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Leatherite Brown Handbag,Accessories
58156,Women,Accessories,Bags,Handbags,White,Summer,2015.0,Casual,Be For Bag Women Black & White Bag,Accessories
45934,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Maxima Women Silver Dial Watch,Accessories
27836,Men,Accessories,Belts,Belts,Red,Summer,2013.0,Casual,Bulchee Men Red Belt,Accessories
48659,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Lucera Women Silver Earrings,Accessories
54408,Women,Accessories,Bags,Handbags,Pink,Fall,2012.0,Casual,Baggit Women Pink Sling Bag,Accessories
37061,Women,Accessories,Belts,Belts,Purple,Summer,2012.0,Casual,Lino Perros Women Purple Belt,Accessories
52650,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Mod'acc Women Beige Handbag,Accessories
32685,Women,Accessories,Bags,Clutches,Gold,Fall,2012.0,Party,Rocia Women Gold Coloured Clutch,Accessories
17438,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Casio Edifice Men Chronograph Watch EF-558D-7AVDF(ED438),Accessories
49069,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Lino Perros Women Pink Handbag,Accessories
46541,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Timex Men Silver-Toned Dial Watch,Accessories
56319,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Watch N9827PP02,Accessories
29524,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Playboy Women White Dial Watch,Accessories
26430,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Spice Art Women Leatherette Brown Handbag,Accessories
17366,Men,Accessories,Accessories,Accessory Gift Set,Blue,Fall,2011.0,Formal,Arrow Men Formal Blue Tie+Cufflink+Pocket square - Combo Pack,Accessories
14971,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Formal,New Hide Men Solid Black Belts,Accessories
25180,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Leatherette Brown Handbag,Accessories
39484,Unisex,Accessories,Bags,Backpacks,Yellow,Winter,2018.0,Casual,Wildcraft Unisex Yellow Hydrator  Backpack,Accessories
14168,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Formal,Belmonte Men Shiny Black  Belts,Accessories
19908,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015.0,Casual,Wildcraft Unisex Blue & Black Backpack,Accessories
44971,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Black Analog Chronograph Watch,Accessories
34549,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Puma Men Black Belt,Accessories
13698,Unisex,Accessories,Bags,Backpacks,Navy Blue,Fall,2011.0,Casual,Puma Unisex White  Snova Sequence 4M Backpack,Accessories
18162,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Puma Unisex Apex Black Backpack,Accessories
54174,Women,Accessories,Jewellery,Necklace and Chains,Gold,Summer,2012.0,Casual,Femella Golden Necklace,Accessories
17435,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Casio Enticer Women Silver Analogue Watches (SH147) LTP-2069D-2A2VDF,Accessories
22679,Unisex,Accessories,Bags,Messenger Bag,Black,Winter,2015.0,Casual,Wildcraft Unisex Black Messenger Bag,Accessories
43290,Women,Accessories,Bags,Handbags,Orange,Summer,2012.0,Casual,Murcia Women Tribal Orange Handbag,Accessories
54009,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Kiara Women Black Handbag,Accessories
59503,Women,Accessories,Jewellery,Pendant,Gold,Summer,2013.0,Casual,Lucera Gold Plated Pendant With Chain,Accessories
48989,Women,Accessories,Jewellery,Ring,Silver,Summer,2012.0,Casual,Lucera Women Silver Ring,Accessories
38411,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Baggit Women Black Flora Taj Belt,Accessories
32870,Unisex,Accessories,Bags,Backpacks,Red,Summer,2015.0,Casual,Wildcraft Unisex Red & Grey Backpack,Accessories
38003,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Watch,Accessories
25883,Unisex,Accessories,Bags,Backpacks,Olive,Winter,2015.0,Casual,American Tourister Unisex Olive Backpack,Accessories
13056,Women,Accessories,Watches,Watches,Burgundy,Winter,2016.0,Casual,Fastrack Women Burgundy Dial Watch 2166SL02,Accessories
45298,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio SHEEN Women Chronograph Watch SX046 SHE-3802D-1ADR,Accessories
23266,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Black Dial Watch,Accessories
32339,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Steel Strap Watch,Accessories
45201,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,CASIO ENTICER Men White Dial Chronograph Watch A656,Accessories
21539,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Kiara Women Black Handbag,Accessories
43798,Women,Accessories,Jewellery,Earrings,Gold,Fall,2012.0,Ethnic,Royal Diadem Black Earrings,Accessories
26333,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,DKNY Women White Dial Watch NY4934,Accessories
54627,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch,Accessories
54886,Women,Accessories,Jewellery,Necklace and Chains,Blue,Fall,2012.0,Casual,Ivory Tag Women Intermeshed Turquoise Blue Necklace,Accessories
45109,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Enticer Men Silver-Toned Dial Analogue Watch MTP-1165A-1CDF(A132),Accessories
19891,Men,Accessories,Belts,Belts,Black,Summer,2011.0,Casual,Lee Men Canvas Black Belt,Accessories
35129,Women,Accessories,Jewellery,Bangle,Red,Winter,2012.0,Casual,Allen Solly Woman Red Bangle,Accessories
22971,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011.0,Casual,U.S. Polo Assn. Unisex Black Laptop Bag,Accessories
45040,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Black Attivo Watch,Accessories
49515,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dial Watch PL12897JS-02M,Accessories
25271,Women,Accessories,Bags,Handbags,Maroon,Summer,2012.0,Casual,Lino Perros Women Leatherette Maroon Handbag,Accessories
31700,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Ethnic,Fabindia Women Ananya Silver Earrings,Accessories
28444,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Kiara Women Green Handbag,Accessories
52659,Women,Accessories,Bags,Handbags,Cream,Summer,2012.0,Casual,Mod'acc Women Blue & Cream Handbag,Accessories
20933,Women,Accessories,Bags,Handbags,Purple,Winter,2016.0,Casual,Fastrack Women Leatherette Purple HandBag,Accessories
