id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,Category
18272,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Aneri Women New Piya Green Kurta,Topwear
19788,Men,Apparel,Topwear,Tshirts,Green,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Green Tshirt,Topwear
19465,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Quiksilver Men Navy Blue Check Shirt,Topwear
11544,Women,Apparel,Topwear,Kurtas,Green,Summer,2011.0,Ethnic,W Women Printed Green Kurtas,Topwear
19858,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Black Jacket,Topwear
3876,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Wrangler Men's Greensboro Raw Edge Black T-shirt,Topwear
4394,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Free Authority Men's Panda Cigar Grey T-shirt,Topwear
11081,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirts,Topwear
51401,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Myntra Men Blue and Yellow Check Shirt,Topwear
24985,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,United Colors of Benetton Kids Girls Pink Printed Top,Topwear
19099,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,Mother Earth Women Salmon Pink Kurta,Topwear
33966,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Femella Women Black Top,Topwear
3928,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Jealous 21 Women Yellow Cat T-shirt,Topwear
38593,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Women Printed Scoop Black T-shirt,Topwear
5109,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,Wrangler Women Long Polka White Red Top,Topwear
7002,Women,Apparel,Topwear,Tops,Purple,Summer,2011.0,Casual,s.Oliver Women Printed Puple Top,Topwear
19563,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,United Colors of Benetton Men Solid Grey TShirt,Topwear
12190,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Basics Men Blue Slim Fit Checked Shirt,Topwear
9616,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Indigo Nation Men Checks Black White Shirts,Topwear
14737,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Arrow Men Stripes Grey Shirts,Topwear
5417,Girls,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Ant Kids Girls Blue T-shirt,Topwear
3018,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Lee Men's Believe Chocolate T-shirt,Topwear
33753,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Vero Moda Women Black Top,Topwear
27859,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Scullers For Her Check Navy Blue Shirt,Topwear
40569,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,W Women White Kurta,Topwear
11145,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Bling Purple Shirts,Topwear
12913,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Mandarin Collar White Shirts,Topwear
28725,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,W Women Printed Green Kurta,Topwear
11542,Women,Apparel,Topwear,Kurtas,Beige,Summer,2011.0,Ethnic,W Women Printed  Beige Kurtas,Topwear
48448,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,French Connection Men Purple T-shirt,Topwear
38960,Boys,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Gini and Jony Boys Printed Grey T-shirt,Topwear
33746,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Vero Moda Women Bale Green Top,Topwear
3319,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Sports,CSK Boys Fangear Tee,Topwear
33038,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Mother Earth Women Printed Multi Coloured Kurta,Topwear
20349,Women,Apparel,Topwear,Tunics,Black,Fall,2011.0,Casual,Scullers For Her Women Solid Black Tunic,Topwear
52027,Unisex,Apparel,Topwear,Rain Jacket,Navy Blue,Summer,2012.0,,Just Natural Unisex Navy Blue Rain Jacket,Topwear
16023,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Highlander Men Stripes Grey Slim Fit Shirt,Topwear
11609,Women,Apparel,Topwear,Kurtas,Red,Summer,2011.0,Ethnic,W Women Solid Red Kurtas,Topwear
27105,Women,Apparel,Topwear,Kurtas,Lavender,Summer,2012.0,Ethnic,Aneri Women Shruti Lavender Kurta,Topwear
3729,Unisex,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Mumbai Indians Kids Match Jersey,Topwear
43670,Women,Apparel,Topwear,Tops,Multi,Summer,2012.0,Casual,ONLY Women Multi Coloured Top,Topwear
43312,Women,Apparel,Topwear,Sweaters,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue Sweater,Topwear
7418,Women,Apparel,Topwear,Kurtas,Green,Summer,2011.0,Ethnic,W Women Mandarin Neck-Yarn Dyed Green Kurta,Topwear
48374,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,French Connection Men Purple & Black Striped Shirt,Topwear
2620,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Nike Men's Colors Team India T-shirt,Topwear
44338,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Indian Terrain Men Blue T-shirt,Topwear
19956,Men,Apparel,Topwear,Sweaters,Green,Spring,2013.0,Casual,United Colors of Benetton Men Green Sweater,Topwear
26815,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Formal,Arrow Men Yellow Striped Shirt,Topwear
12019,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White Green Striped Shirts,Topwear
16913,Men,Apparel,Topwear,Tshirts,Charcoal,Fall,2011.0,Casual,Mr. Men Men Printed Grey Tshirt,Topwear
23871,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,ADIDAS Men Grey Striped T-shirt,Topwear
31697,Women,Apparel,Topwear,Kurtas,Magenta,Summer,2012.0,Ethnic,Folklore Women Printed Magenta Kurta,Topwear
30743,Men,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Fabindia Men Striped White Kurta,Topwear
10045,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Puma Men Heroes Party Graphic Blue Tshirts,Topwear
2340,Men,Apparel,Topwear,Tshirts,Purple,Fall,2010.0,Casual,Reebok Men Plum Shiamak Purple T-shirt,Topwear
40587,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Aurelia Women Brown Kurta,Topwear
34394,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Myntra Men Red Soul T-shirt,Topwear
11462,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,United Colors of Benetton Men White Polo T-shirt,Topwear
57445,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Angry Birds Women Pink T-shirt,Topwear
16639,Men,Apparel,Topwear,Tshirts,Orange,Summer,2016.0,Casual,Facit Men Smart Orange Tshirt,Topwear
54694,Women,Apparel,Topwear,Kurtas,Purple,Fall,2012.0,Casual,Shree Women Purple Printed Kurta,Topwear
6004,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Highlander Men Blue Bold Green Checked Shirt,Topwear
37188,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,United Colors of Benetton Boys Printed Red T-shirt,Topwear
47016,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Shree Women Beige Printed Kurta,Topwear
27445,Women,Apparel,Topwear,Tshirts,Coffee Brown,Winter,2015.0,Casual,Jockey Women Coffee Brown T-shirt,Topwear
59453,Men,Apparel,Topwear,Shirts,Purple,Fall,2012.0,Casual,Arrow New York Men Purple Slim Fit Shirt,Topwear
32243,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Fabindia Women Printed Blue Kurta,Topwear
53797,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black T-shirt,Topwear
18297,Women,Apparel,Topwear,Kurtas,Multi,Fall,2011.0,Ethnic,Aneri Women Kaalki Multi Coloured Kurta,Topwear
7312,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,UCB Women's Short Sleeve Polo Pink Top,Topwear
16358,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Peter England Men Stripes White Shirt,Topwear
3013,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,Lee Men Arnold Black Grey Check Shirt,Topwear
6584,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Sports,Nike Men's The Polo Green T-shirt,Topwear
12146,Women,Apparel,Topwear,Kurtis,Pink,Fall,2011.0,Ethnic,Aurelia Women Solid Pink Kurtis,Topwear
27370,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Tantra Men Singer Blue T-shirt,Topwear
34300,Women,Apparel,Topwear,Dupatta,Green,Summer,2012.0,Ethnic,Fabindia Women Green Tussar Dupatta,Topwear
18933,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Levi's Men Embroidery Black Tshirt,Topwear
30775,Men,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Fabindia Men White Chikankari Kurta,Topwear
23207,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Highlander Men Blue Check Shirt,Topwear
4063,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Myntra Men's Friend White T-shirt,Topwear
18940,Men,Apparel,Topwear,Tshirts,Olive,Fall,2011.0,Casual,Levi's Men Polo Olive Tshirt,Topwear
7861,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Proline Men Blue Printed Round Neck T-shirt,Topwear
1888,Men,Apparel,Topwear,Tshirts,Black,Winter,2010.0,Casual,FIFA Mens Essentials Black T-shirt,Topwear
24155,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Aurelia Women Green Kurta,Topwear
33243,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Arrow Men Navy Blue Check Shirt,Topwear
53427,Women,Apparel,Topwear,Kurtas,White,Fall,2012.0,Ethnic,Alma Women White Printed Kurta,Topwear
28770,Women,Apparel,Topwear,Kurtis,Green,Summer,2012.0,Ethnic,Aurelia Women Printed Green Kurti,Topwear
2603,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Men's Black T-shirt,Topwear
48244,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Avengers Boys Red Printed T-shirt,Topwear
31160,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Gini and Jony Girls Printed White Top,Topwear
1810,Men,Apparel,Topwear,Tshirts,Red,Fall,2010.0,Sports,Tribord Profilter Red Men T-shirt,Topwear
33314,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2012.0,Casual,Arrow New York Men Navy Blue Polo T-shirt,Topwear
9347,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Puma Men Motorsport White Shirts,Topwear
7303,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,UCB Women Short Sleeve Black Top,Topwear
25789,Men,Apparel,Topwear,Suspenders,Black,Summer,2012.0,Formal,Arrow Men Black/Beige Suspenders,Topwear
3288,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Guerrilla Men's I Like What I See Navy Blue T-shirt,Topwear
19785,Men,Apparel,Topwear,Tshirts,Red,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Red Tshirt,Topwear
4388,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,DC Comics Lantern Arrow All Over Green T-shirt,Topwear
19828,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Navy Blue Shirt,Topwear
28705,Women,Apparel,Topwear,Kurtas,Peach,Summer,2012.0,Ethnic,W Women Printed Peach Kurta,Topwear
37093,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Wills Lifestyle Men Blue & Green T-Shirt,Topwear
24538,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Mother Earth Women Green Kurta,Topwear
45535,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Sports,Fila Men White T-Shirt,Topwear
40136,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Around The World White T-shirt,Topwear
24366,Women,Apparel,Topwear,Kurtas,Cream,Fall,2011.0,Ethnic,Folklore Women Cream  Kurta,Topwear
19525,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Check Grey Sweater,Topwear
31279,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Puma Men Bonn Graphic Navy Blue T-shirt,Topwear
22352,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,John Players Men Check Green Shirt,Topwear
20150,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Wrangler Men Stampede Black Shirt,Topwear
57423,Women,Apparel,Topwear,Tshirts,White,Summer,2015.0,Casual,Angry Birds Women White T-shirt,Topwear
4188,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Disney Kids Boy's Blue Stripes Little Captain Kidswear,Topwear
29696,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,John Miller Men Striped Purple Shirt,Topwear
4873,Men,Apparel,Topwear,Tshirts,Grey,Summer,2016.0,Casual,Levis Kids Boy's Danio Grey Kidswear,Topwear
11410,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Winter Grey T-shirt,Topwear
28720,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,W Women White Printed Kurta,Topwear
4258,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Inkfruit Men's Everest Grey T-shirt,Topwear
44900,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men White PowerCat TT 1.12 Polo T-shirt,Topwear
17752,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Highlander Men Check Blue Shirt,Topwear
4059,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Myntra Men's I Am Tired Of Working Sky Blue T-shirt,Topwear
58686,Women,Apparel,Topwear,Kurtas,Blue,Fall,2012.0,Ethnic,ALayna Women Blue Kurta,Topwear
6116,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,UCB Men's United Colors Flock Purple T-shirt,Topwear
4409,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Batman Men's Face Distressed Charcoal T-shirt,Topwear
23181,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,Black Coffee Men Red Check Shirt,Topwear
8608,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Scullers Men Navy Blue Polo T-Shirts,Topwear
19955,Men,Apparel,Topwear,Sweaters,Purple,Fall,2011.0,Casual,United Colors Of Benetton Men Purple Sweater,Topwear
31261,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Puma Men Munchen Green T-shirt,Topwear
14119,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Flying Machine Women Printed Grey Tshirts,Topwear
2716,Girls,Apparel,Topwear,Tops,Red,Summer,2011.0,Casual,Disney Kids Girl's Minnie Red Stripped Kidswear,Topwear
37119,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Wills Classic Men White Striped Shirt,Topwear
40570,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,W Women Blue Kurta,Topwear
12789,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,Mother Earth Women Sajiya Collt White Kurtas,Topwear
40420,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Tonga Women White Women Top,Topwear
12235,Men,Apparel,Topwear,Shirts,Maroon,Winter,2011.0,Formal,Genesis Maroon Formal Shirt,Topwear
11566,Women,Apparel,Topwear,Kurtas,White,Summer,2011.0,Ethnic,W Women Printed White Kurtas,Topwear
48427,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White Printed T-shirt,Topwear
9981,Men,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Sports,Nike Men As Sideline J Blue Jackets,Topwear
39175,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012.0,Ethnic,Aneri Women Orange Printed Kurta,Topwear
8555,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Basics Men White & Blue Polo T-shirt,Topwear
22403,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Mark Taylor Men Striped White Shirt,Topwear
2095,Men,Apparel,Topwear,Shirts,Blue,Winter,2010.0,Casual,Lee Men Light Blue Shirt,Topwear
7556,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men's Aqua Polo T-shirt,Topwear
3750,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Status Quo Men's Ticket To Win Purple T-shirt,Topwear
54690,Women,Apparel,Topwear,Kurtas,Sea Green,Fall,2012.0,Ethnic,Shree Women Sea Green Printed Kurta,Topwear
7694,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Urban Yoga Women's Namaste Yellow T-shirt,Topwear
54941,Women,Apparel,Topwear,Tops,Teal,Summer,2012.0,Casual,Do u speak green Women Teal Top,Topwear
5422,Boys,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Ant Kids Boy's Blue Grey Kidswear,Topwear
2044,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Casual,ADIDAS Mens Graphic T-shirt,Topwear
22792,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Manchester United Men White Tshirt,Topwear
30742,Men,Apparel,Topwear,Nehru Jackets,Blue,Summer,2012.0,Ethnic,Fabindia Men Striped Blue Silk Sleeveless Jacket,Topwear
40609,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Span Women Floral Printed Pink Kurta,Topwear
24357,Women,Apparel,Topwear,Kurtas,Yellow,Fall,2011.0,Ethnic,Folklore Women Yellow  Kurta,Topwear
9258,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Mark Taylor Men Green Striped Shirt,Topwear
2256,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Casual,ADIDAS Mens 3 Striped Navy Blue Polo T-shirt,Topwear
27899,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Scullers For Her Women Purple Top,Topwear
11731,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Lee Men Printed Grey Tshirts,Topwear
14070,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Flying Machine Men Printed Black Tshirts,Topwear
31257,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Puma Men Semi Graphic Green T-shirt,Topwear
12539,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Tantra Women Black Printed T-shirt,Topwear
12247,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Formal,Genesis Men Stripes Navy Blue Shirts,Topwear
49659,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Mineral Women Green Top,Topwear
18276,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,Aneri Women Tanvi White Kurta,Topwear
20333,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Mr.Men Men Printed Black Tshirt,Topwear
5849,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Puma Men's Summer Graphic White Black T-shirt,Topwear
18917,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Levis Men Work Western Blue Shirt,Topwear
25825,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Diva Women Printed White Kurta,Topwear
6177,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Lee Men's Cosmos Blue Lapis T-shirt,Topwear
28699,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,W Women Printed  Light Pink Kurta,Topwear
30614,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Nike Men Striped Black Jersey,Topwear
52065,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Men Blue T-shirt,Topwear
6001,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,Highlander Men Grey Red Checked Slim Fit Shirt,Topwear
15839,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Visudh Maroon Printed Ethnic Kurta,Topwear
34280,Women,Apparel,Topwear,Dupatta,Green,Summer,2012.0,Ethnic,Fabindia Women Green Dupatta,Topwear
32199,Men,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Fabindia Men Printed Beige Kurta,Topwear
40992,Girls,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Gini and Jony Girls Milan Yellow Tops,Topwear
19409,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,ADIDAS Men Striped Grey Tshirt,Topwear
13753,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Belmonte Men Check Blue Shirts,Topwear
17175,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Grey Shirt,Topwear
29371,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Genesis Men Striped Blue Shirt,Topwear
40600,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Span Women Blue Kurta,Topwear
53857,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Vishudh Women White Printed Kurta,Topwear
10514,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Flying Machine Women RN SL Pink Tshirts,Topwear
40642,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Span Women Pink Kurta,Topwear
44847,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Red Ducati Graphic T-shirt,Topwear
12046,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Casual,Spykar Men Check Yellow Shirts,Topwear
13706,Men,Apparel,Topwear,Waistcoat,Red,Fall,2011.0,Casual,Basics Men Red Checked Waistcoat,Topwear
35456,Boys,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Doodle Boys Printed Grey T-shirt,Topwear
38864,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Latin Quarters Women Purple & White Top,Topwear
35997,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Ben 10 Boys Crew Black T-shirt,Topwear
3943,Women,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,Jealous 21 Women's Maroon T-shirt,Topwear
35982,Women,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Flying Machine Women Grey T-shirt,Topwear
31159,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Black T-shirt,Topwear
14531,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Mark Taylor Men Printed Green Tshirts,Topwear
46016,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Fabindia Women White Printed Kurta,Topwear
39405,Men,Apparel,Topwear,Shirts,Lavender,Summer,2014.0,Smart Casual,U.S. Polo Assn. Men Lavender & White Striped Linen Tailored Fit Smart Casual Shirt,Topwear
14672,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Basics Men Navy Slim Fit Checked Shirt,Topwear
1809,Women,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Decathlon Profilter Women Blue T-shirt,Topwear
30121,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Flying Machine Men Grey Polo T-shirt,Topwear
6202,Women,Apparel,Topwear,Tshirts,Beige,Summer,2011.0,Casual,UCB Women's Photo Prints White T-shirt,Topwear
51415,Men,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Myntra Men Light Pink Shirt,Topwear
