id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,Category
22253,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2011.0,Casual,ID Men Red Casual Shoes,Footwear
13908,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Nike Men Sweet Classic Leather Brown Casual Shoes,Footwear
24302,Unisex,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Converse Unisex Blue Casual Shoes,Footwear
34563,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men Black Shoes,Footwear
35463,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2012.0,Casual,Franco Leone Men Grey Shoes,Footwear
49605,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Heels,Footwear
5322,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,ADIDAS Men's Adistar Black Shoe,Footwear
26523,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Provogue Men Black Casual Shoes,Footwear
42021,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,ADIDAS Women Black Vigor Shoes,Footwear
13703,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Fila Men Black Gautier Shoes,Footwear
43000,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men White Air Dictate Sports Shoes,Footwear
9135,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Puma Men Vibrant VI White Sports Shoes,Footwear
42736,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black Sandals,Footwear
6142,Unisex,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Puma Unisex Deck Black Floater,Footwear
2892,Women,Footwear,Shoes,Heels,White,Winter,2015.0,Casual,Catwalk Women Flat Zip White Flats,Footwear
24711,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011.0,Casual,Puma Men Suede Archive Red Casual Shoes,Footwear
54733,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Vans Men Brown 106 Moc Shoes,Footwear
34649,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,2012.0,Sports,Fila Women Artifice Grey Sports Shoes,Footwear
34846,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,2012.0,Sports,ADIDAS Men Ambition VII Stripes Navy Blue Sports Shoes,Footwear
39684,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Lotto Men White Sports Shoes,Footwear
44534,Men,Footwear,Sandal,Sandals,White,Fall,2012.0,Casual,Coolers Men White Sandals,Footwear
3556,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015.0,Casual,Skechers Men Dark Brown Lifestyle Shoe,Footwear
41685,Women,Footwear,Shoes,Heels,Beige,Spring,2013.0,Casual,Catwalk Women Beige Heels,Footwear
12823,Men,Footwear,Shoes,Casual Shoes,Yellow,Fall,2011.0,Casual,Lotto Men Dynamo Yellow Casual Shoes,Footwear
39870,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Catwalk Women Gold Flats,Footwear
6114,Men,Footwear,Flip Flops,Flip Flops,White,Summer,2011.0,Casual,Puma Men's Girija Q White Flip Flop,Footwear
49060,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Flying Machine Men Black Shoes,Footwear
47124,Boys,Footwear,Shoes,Casual Shoes,Grey,Fall,2012.0,Casual,Marvel Boys Grey Web Spider Casual Shoes,Footwear
6497,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men's Leather Brown Shoe,Footwear
47680,Men,Footwear,Shoes,Casual Shoes,Off White,Spring,2013.0,Casual,Carlton London Men Off White Casual Shoes,Footwear
6378,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Puma Men's Drift Cat Black Shoe,Footwear
26618,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Redon Move Black Shoes,Footwear
54542,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,F Sports Men White Hurricane Sports Shoes,Footwear
8638,Unisex,Footwear,Sandal,Sandals,Brown,Fall,2011.0,Casual,Crocs Khakhi Sandals,Footwear
34840,Women,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,2012.0,Sports,ADIDAS Women Navy Blue Sports Shoes,Footwear
8210,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men's Casual Brown Shoe,Footwear
5349,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Artengo 522 C Men Whit Blue 09,Footwear
12902,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Women Cabana Racer SL Black Casual Shoes,Footwear
39903,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men White Ranger Sports Shoes,Footwear
56989,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,HM Women Brown Flats,Footwear
29574,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Men Edgemont Black Shoes,Footwear
40317,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,ADIDAS Men Black Terra Sandals,Footwear
54106,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Flats,Footwear
3258,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010.0,Casual,Puma Men's Basket White Red Shoe,Footwear
17824,Unisex,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Nike Unisex Air Deschutz Black Sandal,Footwear
55616,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Numero Uno Men Black Shoes,Footwear
3303,Men,Footwear,Shoes,Sports Shoes,White,Spring,2012.0,Sports,Asics Men's Gel Kayano 17 White Lime Shoe,Footwear
5922,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2011.0,Casual,ADIDAS Men's Slimsollm Red Shoe,Footwear
39887,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men White Twenty2Yds Sports Shoes,Footwear
44766,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Globalite Men Black & Grey Eclipse Shoes,Footwear
46118,Unisex,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,ADIDAS Unisex White Court Sequence Shoes,Footwear
32175,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Women Core 50 Black Sports Shoes,Footwear
13375,Men,Footwear,Sandal,Sandals,Blue,Fall,2011.0,Casual,Timberland Men Jeunes Blue Sandals,Footwear
44545,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Coolers Men Brown Sandals,Footwear
20674,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012.0,Casual,Buckaroo Men Felisa Brown Shoes,Footwear
21570,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Numero Uno Men Casual White Shoes,Footwear
22727,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Nike Men Court Resonate White Casual Shoes,Footwear
6377,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Numero Uno Men's Brown Canvas Shoe,Footwear
45327,Women,Footwear,Shoes,Heels,Yellow,Summer,2016.0,Casual,Cobblerz Women Yellow & Orange Sandals,Footwear
17978,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011.0,Casual,Puma Men Funpack Red Casual Shoe With Extra Lace,Footwear
25443,Men,Footwear,Shoes,Casual Shoes,Maroon,Summer,2012.0,Casual,Nike Men Dunk Low Maroon Casual Shoes,Footwear
20864,Unisex,Footwear,Sandal,Sandals,Navy Blue,Winter,2012.0,Casual,Disney Kids-Unisex Sandals,Footwear
16246,Unisex,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Crocs Kids cayman Kids-Unisex Black Sandal,Footwear
15406,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,FILA Men FILA Boston White Sports Shoes,Footwear
13674,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Women Track Cat Basic Casual Shoes,Footwear
21728,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Formal,Hush Puppies Men Casual Brown Shoes,Footwear
39982,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013.0,Casual,Gas Men Jack Black Shoes,Footwear
39268,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Chief Men Black Casual Shoes,Footwear
22822,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2016.0,Casual,Woodland Men Green Shoes,Footwear
10150,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Rockport Men Drsp Plaintoe Black Formal Shoes,Footwear
40326,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Men Black Absolion Sports Shoes,Footwear
22187,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Men Brown Casual Shoes,Footwear
3652,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Fila Men's Exotic Black Shoe,Footwear
3590,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Converse Men's Chuck Taylor Doodle Art Hi Black Canvas Shoe,Footwear
20784,Women,Footwear,Shoes,Flats,Black,Summer,2011.0,Casual,Carlton London Women Classy Black Sandals,Footwear
18908,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011.0,Casual,ADIDAS Men Adi Linear Blue Flip Flops,Footwear
3607,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Converse Men's Chuck Taylor Print OX Black Canvas Shoe,Footwear
56916,Women,Footwear,Shoes,Heels,Beige,Winter,2012.0,Casual,HM Women Beige Sandals,Footwear
5883,Unisex,Footwear,Shoes,Casual Shoes,Orange,Summer,2011.0,Casual,Converse Unisex Speciality Ox Rust Shoe,Footwear
14482,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Flying Machine Men Black Shoes,Footwear
10620,Women,Footwear,Flip Flops,Flip Flops,Gold,Fall,2011.0,Casual,Carlton London Women Casual Gold Slippers,Footwear
48527,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Fall,2012.0,Casual,Calvin Klein Men Flip Flops,Footwear
59016,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Casual,Skechers Men Grey Sports Shoes,Footwear
16236,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Fall,2011.0,Casual,Crocs Crocband Flip Unisex Navy Blue Slipper,Footwear
44751,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Globalite Men Brown Tracker Shoes,Footwear
23935,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Lotto Men White Pesa Slip-On Casual Shoes,Footwear
44619,Women,Footwear,Flip Flops,Flip Flops,Purple,Summer,2012.0,Casual,Fila Women Purple Flip Flops,Footwear
33642,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2012.0,Casual,Lotto Men Navy Blue Koro Slippers,Footwear
24453,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,Nike Men Free Run Blue Sports Shoes,Footwear
20700,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2011.0,Casual,Buckaroo Men  Fiesta Brown Casual Shoes,Footwear
5538,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Lunar Glide Grey Black Purple Shoe,Footwear
13478,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black Flats,Footwear
5689,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Skechers Men's Liquid Roggers Black Shoe,Footwear
7403,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Slip-On Brown Shoes,Footwear
23339,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2010.0,Sports,Reebok Men Negotiator Grey Sport Shoes,Footwear
50729,Men,Footwear,Sandal,Sandals,Black,Winter,2018.0,Casual,Red Chief Men Black Sandals,Footwear
6647,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Nike Men's Air Max Tailwind 3 Grey Blue Shoe,Footwear
11495,Women,Footwear,Shoes,Flats,Grey,Winter,2015.0,Casual,Catwalk Women Gun Metal Grey Ballerinas,Footwear
6297,Unisex,Footwear,Flip Flops,Flip Flops,Black,Summer,2011.0,Casual,Puma Unisex Surf Black White Flip Flop,Footwear
44209,Women,Footwear,Flip Flops,Flip Flops,Silver,Winter,2012.0,Casual,iPanema Women Silver Flip Flops,Footwear
15237,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2011.0,Casual,ADIDAS Originals Men Porsche Design CL Navy Blue Casual Shoes,Footwear
10292,Women,Footwear,Shoes,Heels,Brown,Summer,2015.0,Casual,Clarks Women Brown Leather Heels,Footwear
54136,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Rocia Women Silver Flats,Footwear
45404,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black & Brown Sandals,Footwear
1636,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Nike Men Air Zoom Century Shoes,Footwear
6154,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,ADIDAS Women's Piona Black Shoe,Footwear
10143,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Rockport Men Moc Front Brown Formal Shoes,Footwear
33821,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,Puma Men Axis Blue & Black Sports Shoes,Footwear
18657,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Fila Men Splash Black Basketball Sports Shoes,Footwear
19370,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Redtape Men Tango Black Formal Shoes,Footwear
50155,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Heels,Footwear
45360,Women,Footwear,Shoes,Heels,Black,Summer,2016.0,Casual,Cobblerz Women Black Sandals,Footwear
17007,Women,Footwear,Shoes,Flats,White,Winter,2012.0,Casual,Rocia Women White Flats,Footwear
33353,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Homme Men Black Formal Oxford Shoes,Footwear
44208,Women,Footwear,Flip Flops,Flip Flops,Blue,Winter,2012.0,Casual,iPanema Women Blue Flip Flops,Footwear
2814,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010.0,Casual,iD Men's Leather Timber White Graphic Shoe,Footwear
50377,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Woodland Men Brown Shoes,Footwear
53874,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,Puma MenSpeeder Ind White Sports Shoes,Footwear
9698,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2015.0,Formal,Hush Puppies Men Jungle Black Formal Shoes,Footwear
42039,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men White Dart Sports Shoes,Footwear
17961,Men,Footwear,Sandal,Sandals,Grey,Fall,2011.0,Casual,Puma Men Scuba Grey Slipper,Footwear
2610,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Carlton London Women Stylish Black Flats,Footwear
10283,Men,Footwear,Sandal,Sandals,Black,Fall,2012.0,Casual,Clarks Men Unstructured Leather Black Sandals,Footwear
29570,Men,Footwear,Shoes,Casual Shoes,Purple,Summer,2012.0,Casual,Vans Men Classic Slip-On Purple & Black Shoes,Footwear
4153,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Sweet Classic Black White Shoe,Footwear
56976,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,HM Women Black Sandals,Footwear
39891,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,ADIDAS Men Grey Neptune Shoes,Footwear
42135,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Men Grey Lunarfly Sports Shoes,Footwear
7230,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Rockport Men's Myrics Mid Brown Shoe,Footwear
22256,Women,Footwear,Shoes,Flats,Red,Fall,2011.0,Casual,Inc. 5 Women Casual Red Sandals,Footwear
12521,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Tape Men Formal Black Formal Shoes,Footwear
55783,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2013.0,Casual,Converse Men Brown Casual Shoes,Footwear
49498,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Unisex Black Casual Shoes,Footwear
30261,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Tape Men Brown Formal Shoes,Footwear
5248,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Reebok Women Easytone Reenew White Red Shoe,Footwear
18541,Women,Footwear,Shoes,Flats,Red,Winter,2015.0,Casual,Catwalk Women  Red Casual Shoe,Footwear
13552,Women,Footwear,Shoes,Flats,Yellow,Winter,2012.0,Casual,Carlton London Women Yellow Flat Shoes,Footwear
46106,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2012.0,Casual,ADIDAS Men White Check Mens Flip Flops,Footwear
25464,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Women Downshifter Black Sports Shoes,Footwear
47648,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2012.0,Formal,Carlton London Men Brown Formal Shoes,Footwear
20707,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2012.0,Casual,Buckaroo Men Melania Black Casual Shoes,Footwear
1929,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010.0,Sports,Quechua Men's Lighweight Black Shoe,Footwear
46602,Women,Footwear,Shoes,Heels,Blue,Summer,2016.0,Casual,Catwalk Women Blue and Brown Heels,Footwear
31555,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Woodland Men Camel Brown Casual Shoes,Footwear
12507,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men Casual Black Casual Shoes,Footwear
38243,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2012.0,Casual,ADIDAS Men Blue Slide Flip Flop,Footwear
39635,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Kukini Black Sports Shoes,Footwear
15060,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2013.0,Formal,Franco Leone Men Brown Formal Shoes,Footwear
19122,Men,Footwear,Flip Flops,Flip Flops,White,Fall,2011.0,Casual,Lotto Men XL Water Man White Slippers,Footwear
15417,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,FILA Women Tenet White Sports Shoes,Footwear
32277,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Men Sprint Speed Black Sports Shoes,Footwear
44718,Men,Footwear,Flip Flops,Flip Flops,White,Summer,2012.0,Casual,Lotto Men White Flip Flop,Footwear
33517,Women,Footwear,Shoes,Heels,Black,Summer,2016.0,Casual,Cobblerz Women Black Peep Toes,Footwear
3509,Men,Footwear,Sandal,Sandals,Blue,Fall,2011.0,Casual,ADIDAS Men New Navy Clear White Sandal,Footwear
47625,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Portia Women White Flats,Footwear
23831,Unisex,Footwear,Flip Flops,Flip Flops,Black,Spring,2012.0,Casual,Puma Unisex Dilute Black Flip Flops,Footwear
6800,Unisex,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Converse Unisex Canvas White Shoe,Footwear
53133,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Gold Toned Flats,Footwear
14364,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Casual Blue Flats,Footwear
57006,Women,Footwear,Shoes,Flats,Gold,Winter,2012.0,Ethnic,HM Women Golden Sandals,Footwear
3161,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's Air Citius MSL White Grey Shoe,Footwear
17690,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Vans Men Chukka Low Grey Casual Shoes,Footwear
5388,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2011.0,Sports,Kalenji Kapteren Tr Grey Blue 2010,Footwear
14429,Women,Footwear,Shoes,Heels,Black,Summer,2012.0,Casual,Enroute Women Casual Black Heels,Footwear
51752,Women,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Catwalk Women Black Pumps,Footwear
46215,Men,Footwear,Shoes,Sports Shoes,Orange,Summer,2012.0,Sports,ADIDAS Men Orange Sports Shoes,Footwear
12985,Men,Footwear,Shoes,Casual Shoes,Olive,Fall,2010.0,Casual,Fila Men Mountainaire Olive Casual Shoes,Footwear
38674,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Dual Fusion White Sports Shoes,Footwear
35055,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Windsor Men Black Formal Shoes,Footwear
9382,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Nike Men Sweet Classic White Casual Shoes,Footwear
53876,Men,Footwear,Flip Flops,Flip Flops,Green,Summer,2012.0,Casual,U.S. Polo Assn. Men Green Flip Flops,Footwear
13361,Women,Footwear,Shoes,Casual Shoes,Tan,Fall,2011.0,Casual,Timberland Women Femmes Tan Casual Shoes,Footwear
23851,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2011.0,Casual,ADIDAS Men Green Color Can Casual Shoes,Footwear
8342,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,ADIDAS Men Slimsoll Blue Sports Shoes,Footwear
22195,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2012.0,Casual,Timberland Men Grey Casual Shoes,Footwear
42271,Unisex,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Vans Unisex White Classic Slip On Casual Shoes,Footwear
40458,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Winter,2018.0,Casual,Red Tape Men Navy Blue Shoes,Footwear
28614,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Men Ruckus Grey Sports Shoes,Footwear
7398,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Tape Men Brown Shoes,Footwear
19031,Women,Footwear,Shoes,Flats,Beige,Winter,2015.0,Casual,Catwalk Women Beige Shoes,Footwear
56903,Women,Footwear,Shoes,Heels,Blue,Winter,2012.0,Casual,HM Women Blue Heels,Footwear
40689,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Numero Uno Men Brown Shoes,Footwear
43882,Women,Footwear,Shoes,Flats,White,Summer,2010.0,Casual,Puma Women El Rey Slipon Stripes Wns White Flats,Footwear
55619,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Numero Uno Men Black Formal Shoes,Footwear
13027,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Inc 5 Women Casual Gold Flats,Footwear
19045,Women,Footwear,Shoes,Heels,Multi,Winter,2015.0,Casual,Catwalk Women Casual Multi Wedges,Footwear
13364,Men,Footwear,Shoes,Casual Shoes,Beige,Fall,2011.0,Casual,Timberland Men Toddler Beige Casual Shoes,Footwear
44937,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Ganuchi Men Brown Shoes,Footwear
35484,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Hush Puppies Men Jungle Black Formal Shoes,Footwear
6412,Unisex,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,Lotto Unisex Canvas Blue Shoe,Footwear
15221,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,ADIDAS Originals Men Court Lounge Brown Casual Shoes,Footwear
4477,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Puma Women Exsis White Silver Black Shoe,Footwear
33525,Women,Footwear,Shoes,Heels,Black,Summer,2016.0,Casual,Cobblerz Women Black Sandals,Footwear
11498,Women,Footwear,Shoes,Heels,White,Winter,2015.0,Casual,Catwalk Women Lifestyle White Heels,Footwear
57853,Women,Footwear,Shoes,Heels,Green,Winter,2015.0,Casual,Catwalk Women Green Flats,Footwear
2542,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011.0,Casual,Numero Uno Men's Casual Black Flip Flop,Footwear
